gene,Gene_id,tss,gene_end,Strand,chr,start,end,start_factor,end_factor,promoter_factor,promoter
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202134128,202134428,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202136134,202136444,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202137256,202137765,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202139507,202139776,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202140141,202140393,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202141445,202141927,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202142345,202142984,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202146451,202146738,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202149434,202150140,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202151077,202152534,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202098061,202098445,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202098634,202098935,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202104888,202107748,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202122598,202123205,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202125118,202125436,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202126574,202127120,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202131079,202131614,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202134128,202134428,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202136134,202136444,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202137256,202137765,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202139507,202139776,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202140141,202140393,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202141445,202141927,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202146451,202146738,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202149434,202150140,-5,5,-200,201233243
CASP8,ENSG00000064012,201233443,201287711,1,chr2,202151077,202152534,-5,5,-200,201233243
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69455750,69456379,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69457694,69458185,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69458375,69459056,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69462620,69463108,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69465781,69469342,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69455750,69456379,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69457694,69458185,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69458375,69459056,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69462620,69463108,-5,5,-200,69640956
CCND1,ENSG00000110092,69641156,69654474,1,chr11,69465781,69469342,-5,5,-200,69640956
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21967656,21968341,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21968479,21968870,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21969473,21969892,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21970141,21970602,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21970620,21971499,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21974308,21975197,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21989241,21990054,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21993786,21995400,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21967656,21968341,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21968479,21968870,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21969473,21969892,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21970346,21970602,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21970620,21971499,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21974308,21975197,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21989241,21990054,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21993786,21994590,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21994725,21995400,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21967656,21968341,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21968479,21968870,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21969473,21969892,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21970141,21970602,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21970620,21971499,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21974308,21975197,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21989241,21990054,5,-5,200,21967953
CDKN2A,ENSG00000147889,21967753,21995301,-1,chr9,21993786,21995400,5,-5,200,21967953
CDKN2B,ENSG00000147883,22002903,22009305,-1,chr9,22002807,22006370,5,-5,200,22003103
CDKN2B,ENSG00000147883,22002903,22009305,-1,chr9,22008579,22009462,5,-5,200,22003103
CDKN2B,ENSG00000147883,22002903,22009305,-1,chr9,22002807,22006346,5,-5,200,22003103
CDKN2B,ENSG00000147883,22002903,22009305,-1,chr9,22008579,22009380,5,-5,200,22003103
CDKN2B,ENSG00000147883,22002903,22009305,-1,chr9,22002807,22006370,5,-5,200,22003103
CDKN2B,ENSG00000147883,22002903,22009305,-1,chr9,22008579,22009462,5,-5,200,22003103
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201980722,201981304,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201981455,201981965,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201983109,201984000,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201987095,201987570,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201993947,201994969,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201997397,201997957,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202000590,202004700,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202004804,202005558,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202005992,202006425,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202007263,202007585,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202009996,202010255,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202013569,202013875,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202014372,202015178,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202018755,202019399,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202025050,202025860,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202027614,202028382,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202028453,202029133,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201980722,201981304,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201981455,201981965,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201983109,201984000,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201987095,201987570,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201993947,201994969,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,201997397,201997957,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202000590,202004700,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202004804,202005558,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202005992,202006425,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202007263,202007585,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202009996,202010255,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202013569,202013875,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202014372,202015178,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202018755,202019399,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202025050,202025860,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202027614,202028382,-5,5,-200,201115954
CFLAR,ENSG00000003402,201116154,201176687,1,chr2,202028453,202029133,-5,5,-200,201115954
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32399005,32399564,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32436168,32436550,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32438653,32438972,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32439778,32440109,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32441197,32442272,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32399005,32399564,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32436168,32436550,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32438653,32438972,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32439778,32440109,-5,5,-200,33811148
CHMP4B,ENSG00000101421,33811348,33854366,1,chr20,32441197,32442272,-5,5,-200,33811148
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1317764,1318668,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1320228,1320946,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1321655,1322044,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1322854,1323130,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1323807,1324252,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1324783,1326651,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1330300,1332098,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1332135,1332553,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1334309,1334598,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1335077,1335389,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1337924,1338533,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1338880,1339220,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1341691,1342075,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1344371,1344666,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1344700,1345314,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1317764,1318668,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1320228,1320946,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1321655,1322044,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1322854,1323130,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1323807,1324252,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1324783,1326651,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1330300,1332098,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1332135,1332553,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1334309,1334598,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1335077,1335389,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1337924,1338533,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1338880,1339220,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1341691,1342075,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1344371,1344666,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1344700,1345314,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1317764,1318668,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1320228,1320946,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1321655,1322044,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1322854,1323130,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1323807,1324252,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1324783,1326651,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1330300,1332098,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1332135,1332553,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1334309,1334598,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1335077,1335389,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1337924,1338533,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1338880,1339220,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1341691,1342075,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1344371,1344666,5,-5,200,1317952
CLPTM1L,ENSG00000049656,1317752,1345099,-1,chr5,1344700,1345314,5,-5,200,1317952
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58156022,58157138,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58157299,58157691,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58157786,58158059,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58158066,58159568,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58159695,58160394,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58160535,58161134,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58156022,58157138,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58157299,58157691,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58157786,58158059,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58158066,58159568,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58159695,58160394,5,-5,200,57762534
CYP27B1,ENSG00000111012,57762334,57768986,-1,chr12,58160535,58161134,5,-5,200,57762534
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32676009,32677811,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32678228,32678508,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32681386,32681637,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32684368,32684711,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32685127,32685422,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32686209,32686539,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32691173,32691471,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32693079,32693451,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32699807,32700238,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32676009,32677811,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32678228,32678508,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32681386,32681637,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32684368,32684711,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32685127,32685422,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32686209,32686539,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32691173,32691471,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32693079,32693451,5,-5,200,34088509
EIF2S2,ENSG00000125977,34088309,34112243,-1,chr20,32699807,32700238,5,-5,200,34088509
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42676034,42676337,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42688556,42688925,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42691280,42693005,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42694410,42695093,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42710200,42710528,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42716298,42716561,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42717508,42718434,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42718835,42719127,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42720414,42720751,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42728930,42729458,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42676034,42676337,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42688556,42688925,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42691280,42693005,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42694410,42695093,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42710200,42710528,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42716298,42716561,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42717508,42718434,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42718835,42719127,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42720414,42720751,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42728930,42729458,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42676034,42676337,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42688556,42688925,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42691280,42693005,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42694410,42695093,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42710200,42710528,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42716298,42716561,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42717508,42718434,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42718835,42719127,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42720414,42720751,-5,5,-200,41304012
FAM3B,ENSG00000183844,41304212,41357727,1,chr21,42728930,42729458,-5,5,-200,41304012
FGF19,ENSG00000162344,69698238,69704022,-1,chr11,69512905,69514444,5,-5,200,69698438
FGF19,ENSG00000162344,69698238,69704022,-1,chr11,69517934,69518232,5,-5,200,69698438
FGF19,ENSG00000162344,69698238,69704022,-1,chr11,69518318,69519510,5,-5,200,69698438
FGF19,ENSG00000162344,69698238,69704022,-1,chr11,69512905,69514444,5,-5,200,69698438
FGF19,ENSG00000162344,69698238,69704022,-1,chr11,69517934,69518232,5,-5,200,69698438
FGF19,ENSG00000162344,69698238,69704022,-1,chr11,69518318,69519510,5,-5,200,69698438
FTO,ENSG00000140718,53701692,54158512,1,chr16,53737770,53738241,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53797969,53798292,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53843947,53844229,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53848477,53848860,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53859671,53860503,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53877962,53878310,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53907593,53907877,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53913651,53913999,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53920724,53920987,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53921676,53921928,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53922639,53922963,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53945063,53945496,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53967792,53968121,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,54018745,54018966,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,54097444,54097954,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,54145569,54155953,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53737770,53738241,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53797969,53798292,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53843947,53844229,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53848477,53848860,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53859671,53860503,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53877962,53878310,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53907593,53907877,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53913651,53913999,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53920724,53920987,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53921676,53921928,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53922639,53922963,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53945063,53945496,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,53967792,53968121,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,54018745,54018966,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,54097444,54097954,-5,5,-200,53701492
FTO,ENSG00000140718,53701692,54158512,1,chr16,54145569,54155953,-5,5,-200,53701492
GC,ENSG00000145321,71741696,71804041,-1,chr4,72607315,72607687,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72611773,72612022,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72618140,72618467,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72620033,72620325,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72620600,72620924,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72622334,72622731,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72623664,72623988,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72629030,72629319,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72629426,72629753,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72631054,72631460,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72633923,72634250,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72634953,72635419,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72649583,72650179,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72651542,72651827,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72669548,72669858,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72607315,72607687,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72611773,72612022,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72618140,72618467,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72620033,72620325,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72620600,72620924,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72622334,72622731,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72623664,72623988,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72629030,72629319,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72629426,72629753,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72631054,72631460,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72633923,72634250,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72634953,72635419,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72649583,72650179,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72651542,72651827,5,-5,200,71741896
GC,ENSG00000145321,71741696,71804041,-1,chr4,72669548,72669858,5,-5,200,71741896
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9852281,9858905,5,-5,200,9753604
